Location Type,Descriptor,Complaint Type
,Building - Vacant, Open And Unguarded,General Construction/Plumbing
Street/Sidewalk,No Access,Blocked Driveway
Lot,E3A Dirty Area/Alleyway,Dirty Conditions
Street/Sidewalk,No Access,Blocked Driveway
,Working Contrary To Stop Work Order,General Construction/Plumbing
Street/Sidewalk,Partial Access,Blocked Driveway
Street/Sidewalk,With License Plate,Derelict Vehicle
,Grease In Sewer/Catch Basin (IDG),Industrial Waste
Street,Unauthorized Tree Removal,Illegal Tree Damage
,Exchange/Refund/Return,Consumer Complaint
,Pothole,Street Condition
,SRO - Illegal Work/No Permit/Change In Occupancy/Use,Building/Use
Street/Sidewalk,Car/Truck Horn,Noise - Vehicle
,Sewer Backup (Use Comments) (SA),Sewer
Street,14B Derelict Bicycle,Derelict Bicycle
,Dirty Water (WE),Water System
Vehicle Lane,Line/Marking - Faded,Street Condition
,Catch Basin Clogged/Flooding (Use Comments) (SC),Sewer
,Multiple St Lts Dayburning,Street Light Condition
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
Street,Coin or Card Did Not Register,Broken Muni Meter
Store/Commercial,Neglected,Animal Abuse
Street,Branch Cracked and Will Fall,Damaged Tree
,Street Light Out,Street Light Condition
,Building - Vacant, Open And Unguarded,General Construction/Plumbing
,Egress - Doors Locked/Blocked/Improper/No Secondary Means,General Construction/Plumbing
Street,14B Derelict Bicycle,Derelict Bicycle
Street/Sidewalk,Car/Truck Music,Noise - Vehicle
Street/Sidewalk,Loud Music/Party,Noise - Street/Sidewalk
Sidewalk,E12 Illegal Dumping Surveillance,Dirty Conditions
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
Restaurant/Bar/Deli/Bakery,Permit/License/Certificate,Food Establishment
Street,No Parking, Standing, Stopping,Street Sign - Missing
,Cloudy Or Milky Water (QB1),Water Quality
Highway,Pothole - Highway,Highway Condition
Commercial Building,Ventilation,Indoor Air Quality
Street Address,Initial - Construction,Construction
,Hydrant Leaking (WC1),Water System
Street,Cave-in,Street Condition
,Noise, Barking Dog (NR5),Noise
,Leak (Use Comments) (WA2),Water System
3+ Family Apartment Building,Other (Explain Below),Indoor Air Quality
,Street Light Out,Street Light Condition
,Street Light Out,Street Light Condition
,Catch Basin Clogged/Flooding (Use Comments) (SC),Sewer
Street,Street Cleaning - ASP,Street Sign - Damaged
Street,Rough, Pitted or Cracked Roads,Street Condition
,Building Shaking/Vibrating/Structural Stability,General Construction/Plumbing
,Failure To Retain Water/Improper Drainage- (LL103/89),Plumbing
Street,Street Cleaning - ASP,Street Sign - Damaged
Street,Hitting Power/Phone Lines,Overgrown Tree/Branches
Park,Structure - Indoors,Maintenance or Facility
Street,No Receipt,Broken Muni Meter
,Waterway-Sewage (IHA),Industrial Waste
,Sewer Backup (Use Comments) (SA),Sewer
,Leak (Use Comments) (WA2),Water System
Street,Stop,Street Sign - Damaged
Store/Commercial,Car/Truck Horn,Noise - Commercial
,Street Light Out,Street Light Condition
,Veh Signal Head,Traffic Signal Condition
Street,Cave-in,Street Condition
Sidewalk,10 Litter Basket / Request,Litter Basket / Request
Street,Branch Cracked and Will Fall,Damaged Tree
,Pothole,Street Condition
Other (Explain Below),Dust from Construction,Indoor Air Quality
,Street Light Out,Street Light Condition
,Leak (Use Comments) (WA2),Water System
,Catch Basin Sunken/Damaged/Raised (SC1),Sewer
Sidewalk,E10 Obstruction (Street/Sidewalk),Other Enforcement
,Leak (Use Comments) (WA2),Water System
,Controller,Traffic Signal Condition
,LED Lense,Traffic Signal Condition
Street,St Name - Attached to Pole,Street Sign - Dangling
Sidewalk,E2 Receptacle Violation,Dirty Conditions
,LED Pedestrian Unit,Traffic Signal Condition
Street,15 Street Cond/Dump-Out/Drop-Off,Sanitation Condition
Street,No Receipt,Broken Muni Meter
,Sewer Odor (SA2),Sewer
Senior Address,Miscellaneous,SCRIE
,LED Pedestrian Unit,Traffic Signal Condition
,Controller,Traffic Signal Condition
Street,15 Street Cond/Dump-Out/Drop-Off,Sanitation Condition
Park,Aided/Injury,DPR Internal
Street,Cave-in,Street Condition
,Natural Gas In Sewer/Catch Basin (IFB),Industrial Waste
,Air: Smoke, Chimney or vent (AS1),Air Quality
,Street Light Out,Street Light Condition
,Cons - Contrary/Beyond Approved Plans/Permits,General Construction/Plumbing
Street/Sidewalk,With License Plate,Derelict Vehicle
Street/Sidewalk,With License Plate,Derelict Vehicle
Street,Trees and Sidewalks Program,Root/Sewer/Sidewalk Condition
,Hydrant Leaking (WC1),Water System
,Elevator - Defective/Not Working,Elevator
,Elevator - Defective/Not Working,Elevator
,Pothole,Street Condition
3+ Family Apartment Building,Chemical Vapors/Gases/Odors,Indoor Air Quality
Street,Out of Order,Broken Muni Meter
Sidewalk,Dumpster - Construction Waste,Sidewalk Condition
Lot,8 Request to Clean Vacant Lot,Vacant Lot
,Asbestos Complaint (B1),Asbestos
Residential Building/House,Neglected,Animal Abuse
,Air: Smoke, Vehicular (AA4),Air Quality
,Hydrant Leaking (WC1),Water System
,Street Light Out,Street Light Condition
,Air: Smoke, Chimney or vent (AS1),Air Quality
Street,Trees and Sidewalks Program,Root/Sewer/Sidewalk Condition
,Lamppost Wire Exposed,Street Light Condition
Street/Sidewalk,Loud Music/Party,Noise - Street/Sidewalk
,Driver Complaint,Taxi Complaint
,Noise: Construction Before/After Hours (NM1),Noise
,Exchange/Refund/Return,Consumer Complaint
Senior Address,Copy of Approval Order,SCRIE
Street,Dead/Dying Tree,Dead Tree
,Egress - Doors Locked/Blocked/Improper/No Secondary Means,General Construction/Plumbing
Street/Sidewalk,Congestion/Gridlock,Traffic
,Street Light Out,Street Light Condition
,LED Lense,Traffic Signal Condition
Street,Trees and Sidewalks Program,Root/Sewer/Sidewalk Condition
,Illegal Conversion Of Residential Building/Space,Building/Use
,Street Light Out,Street Light Condition
Sidewalk,E3 Dirty Sidewalk,Dirty Conditions
Street,No Receipt,Broken Muni Meter
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
,Pothole,Street Condition
,Pothole,Street Condition
Street,Rough, Pitted or Cracked Roads,Street Condition
Street,Driver Complaint,Taxi Complaint
Street/Sidewalk,Blocked Sidewalk,Illegal Parking
,Street Light Out,Street Light Condition
,Street Light Out,Street Light Condition
,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,Plumbing
,Receipt Incomplete/Not Given,Consumer Complaint
Restaurant/Bar/Deli/Bakery,Rodents/Insects/Garbage,Food Establishment
Street,Dead Branches in Tree,Overgrown Tree/Branches
,Street Light Out,Street Light Condition
,Street Light Lamp Missing,Street Light Condition
,Building Shaking/Vibrating/Structural Stability,General Construction/Plumbing
Street/Sidewalk,Blocked Sidewalk,Illegal Parking
Park,Garbage or Litter,Maintenance or Facility
,Pothole,Street Condition
Street/Sidewalk,Commercial Overnight Parking,Illegal Parking
,Pothole,Street Condition
,Street Light Out,Street Light Condition
Sidewalk,E3 Dirty Sidewalk,Dirty Conditions
Restaurant/Bar/Deli/Bakery,1 or 2,Food Poisoning
,Building - Vacant, Open And Unguarded,General Construction/Plumbing
,Air: Dust, Construction/Demolition (AE4),Air Quality
,Hydrant Running (WC3),Water System
Street,Branch or Limb Has Fallen Down,Damaged Tree
,Pothole,Street Condition
Park,Aided/Injury,DPR Internal
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
,Unlicensed,Consumer Complaint
,Pothole,Street Condition
,Manhole Cover Broken/Making Noise (SB),Sewer
Street/Sidewalk,Engine Idling,Noise - Vehicle
Street,Rough, Pitted or Cracked Roads,Street Condition
,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,General Construction/Plumbing
,Debris - Falling Or In Danger Of Falling,General Construction/Plumbing
Street/Sidewalk,No Access,Blocked Driveway
Street,Blocked - Construction,Street Condition
Street,Hitting Power/Phone Lines,Overgrown Tree/Branches
Restaurant/Bar/Deli/Bakery,Toilet Facility,Food Establishment
Street Address,On Site Test,Fire Safety Director - F58
Mixed Use,Graffiti,Graffiti
Restaurant/Bar/Deli/Bakery,Toilet Facility,Food Establishment
Street,One Way,Street Sign - Missing
Street/Sidewalk,No Access,Blocked Driveway
Comercial,Graffiti,Graffiti
Street/Sidewalk,Blocked Hydrant,Illegal Parking
Restaurant/Bar/Deli/Bakery,Food Worker Hygiene,Food Establishment
Mixed Use,Graffiti,Graffiti
Street,No Parking, Standing, Stopping,Street Sign - Damaged
Comercial,Graffiti,Graffiti
,Building Shaking/Vibrating/Structural Stability,General Construction/Plumbing
Street,Dead/Dying Tree,Dead Tree
Comercial,Graffiti,Graffiti
,Pothole,Street Condition
Street,15 Street Cond/Dump-Out/Drop-Off,Sanitation Condition
Commercial Building,Dust from Construction,Indoor Air Quality
Mixed Use,Graffiti,Graffiti
,Dirty Water (WE),Water System
,Site Conditions Endangering Workers,General Construction/Plumbing
Street,Unauthorized Tree Pruning,Illegal Tree Damage
Residential,Graffiti,Graffiti
,Noise, Ice Cream Truck (NR4),Noise
,Sewer Backup (Use Comments) (SA),Sewer
,Noise: Jack Hammering (NC2),Noise
,LED Lense,Traffic Signal Condition
Mixed Use,Graffiti,Graffiti
Comercial,Graffiti,Graffiti
Street,15 Street Cond/Dump-Out/Drop-Off,Sanitation Condition
Park/Playground,Unlicensed,Vending
Comercial,Graffiti,Graffiti
,No Water/Low Pressure (WA5),Water System
Sidewalk,1 Missed Collection,Missed Collection (All Materials)
Sidewalk,ER1 Resident Recyc. (Owner/Manager,Recycling Enforcement
,Boiler - Defective/Inoperative/No Permit,Boilers
,Street Light Feed,Traffic Signal Condition
,Pothole,Street Condition
,Illegal Tow,Consumer Complaint
Sidewalk,E10 Obstruction (Street/Sidewalk),Other Enforcement
,Pothole,Street Condition
,Street Light Out,Street Light Condition
,Hydrant Leaking (WC1),Water System
,Pothole,Street Condition
3+ Family Apartment Building,Animal Odor,Unsanitary Animal Pvt Property
Bus Stop Shelter,New Bus Stop Shelter Placement,Bus Stop Shelter Placement
,Air: Dust, Construction/Demolition (AE4),Air Quality
,Pothole,Street Condition
,Fixture/Luminaire Damaged,Street Light Condition
Street,15 Street Cond/Dump-Out/Drop-Off,Sanitation Condition
,Pothole,Street Condition
Street,Defective Hardware,Street Condition
,Pothole,Street Condition
,Hydrant Defective (WC2),Water System
,Illegal. Commercial Use In Resident Zone,Building/Use
,Pothole,Street Condition
,Pothole,Street Condition
,Catch Basin Sunken/Damaged/Raised (SC1),Sewer
,Pothole,Street Condition
,Illegal Conversion Of Residential Building/Space,Building/Use
Residential Building/House,N/A,Urinating in Public
,Pothole,Street Condition
,Pothole,Street Condition
,Pothole,Street Condition
,Driver Complaint,Taxi Complaint
Street,Dead/Dying Tree,Dead Tree
,Pothole,Street Condition
,Noise: air condition/ventilation equipment (NV1),Noise
,Asbestos Complaint (B1),Asbestos
Street,15 Street Cond/Dump-Out/Drop-Off,Sanitation Condition
,Noise, Ice Cream Truck (NR4),Noise
,Sewer Backup (Use Comments) (SA),Sewer
Street/Sidewalk,Car/Truck Horn,Noise - Vehicle
,Pothole,Street Condition
Street,Coin or Card Did Not Register,Broken Muni Meter
Street/Sidewalk,Blocked Sidewalk,Illegal Parking
Street,St Name - Attached to Pole,Street Sign - Damaged
,Pothole,Street Condition
Street/Sidewalk,Tortured,Animal Abuse
,Pothole,Street Condition
,Pothole,Street Condition
Residential Building/House,Other (complaint details),Animal Abuse
,Sewer Odor (SA2),Sewer
Mixed Use,Graffiti,Graffiti
House of Worship,Loud Talking,Noise - House of Worship
Street,Cave-in,Street Condition
Mixed Use,Graffiti,Graffiti
Curb,Defacement,Curb Condition
Street,Cave-in,Street Condition
Park,Aided/Injury,DPR Internal
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
Street/Sidewalk,Car/Truck Music,Noise - Vehicle
Street/Sidewalk,With License Plate,Derelict Vehicle
Street Address,Re-Inspect - Unprepared,Construction
,Pothole,Street Condition
Street,Trees and Sidewalks Program,Root/Sewer/Sidewalk Condition
Street,One Way,Street Sign - Damaged
Street,Trees and Sidewalks Program,Root/Sewer/Sidewalk Condition
Street,Trees and Sidewalks Program,Root/Sewer/Sidewalk Condition
,Installation/Work Quality,Consumer Complaint
Street/Sidewalk,No Access,Blocked Driveway
Sidewalk,E1 Improper Disposal,Dirty Conditions
,Controller,Traffic Signal Condition
,Pothole,Street Condition
,Demolition - Unsafe,BEST/Site Safety
Street/Sidewalk,Partial Access,Blocked Driveway
Street,Cave-in,Street Condition
Street,Rough, Pitted or Cracked Roads,Street Condition
Street,No Receipt,Broken Muni Meter
Address,Tax Exemption,DOF Parking - Tax Exemption
Sidewalk,E1 Improper Disposal,Dirty Conditions
Street,No Parking, Standing, Stopping,Street Sign - Damaged
Store/Commercial,In Public,Drinking
,Illegal Conversion Of Residential Building/Space,Building/Use
Mixed Use,Graffiti,Graffiti
Street/Sidewalk,With License Plate,Derelict Vehicle
Street,Driver Complaint,Taxi Complaint
Sidewalk,1R Missed Recycling-All Materials,Missed Collection (All Materials)
Street/Sidewalk,Partial Access,Blocked Driveway
,Building Shaking/Vibrating/Structural Stability,General Construction/Plumbing
,Sewer Backup (Use Comments) (SA),Sewer
,Sewer Backup (Use Comments) (SA),Sewer
Park/Playground,Loud Music/Party,Noise - Park
,Leak (Use Comments) (WA2),Water System
,Pothole,Street Condition
,Cons - Contrary/Beyond Approved Plans/Permits,General Construction/Plumbing
Residential,Graffiti,Graffiti
,Leak (Use Comments) (WA2),Water System
,Noise: Alarms (NR3),Noise
Street/Sidewalk,Blocked Hydrant,Illegal Parking
,Pothole,Street Condition
Street/Sidewalk,No Access,Blocked Driveway
Sidewalk,1 Missed Collection,Missed Collection (All Materials)
Sidewalk,10 Litter Basket / Request,Litter Basket / Request
,SEP - Professional Certification Compliance Audit,Special Enforcement
,Installation/Work Quality,Consumer Complaint
,SEP - Professional Certification Compliance Audit,Special Enforcement
Restaurant/Bar/Deli/Bakery,Food Temperature,Food Establishment
,Working Contrary To Stop Work Order,General Construction/Plumbing
,SEP - Professional Certification Compliance Audit,Special Enforcement
Mixed Use,Graffiti,Graffiti
,Manhole Cover Missing (Emergency) (SA3),Sewer
Sidewalk,12 Dead Animals,Sanitation Condition
,SEP - Professional Certification Compliance Audit,Special Enforcement
,Catch Basin Clogged/Flooding (Use Comments) (SC),Sewer
,Noise: Construction Equipment (NC1),Noise
,No Water/Low Pressure (WA5),Water System
Store/Commercial,Loud Music/Party,Noise - Commercial
,SEP - Professional Certification Compliance Audit,Special Enforcement
,Pothole,Street Condition
,SEP - Professional Certification Compliance Audit,Special Enforcement
,Pothole,Street Condition
Street Address,On Site Test,Fire Safety Director - F58
Park,Hours of Operation,Maintenance or Facility
,SEP - Professional Certification Compliance Audit,Special Enforcement
,Pothole,Street Condition
,Pothole,Street Condition
Park,Unlicensed Vendors,Violation of Park Rules
Street,Blocked - Construction,Street Condition
,Building Shaking/Vibrating/Structural Stability,General Construction/Plumbing
,Sewer Backup (Use Comments) (SA),Sewer
Store/Commercial,Loud Music/Party,Noise - Commercial
Store/Commercial,Loud Music/Party,Noise - Commercial
,Pothole,Street Condition
,SRO - Illegal Work/No Permit/Change In Occupancy/Use,Building/Use
Street,Branch Cracked and Will Fall,Damaged Tree
,Illegal Conversion Of Residential Building/Space,Building/Use
Street,Out of Order,Broken Muni Meter
,Driver Complaint,Taxi Complaint
Park,Structure - Outdoors,Maintenance or Facility
Street,15 Street Cond/Dump-Out/Drop-Off,Sanitation Condition
,Sewer Backup (Use Comments) (SA),Sewer
,Noise: air condition/ventilation equipment (NV1),Noise
Street,Plate Condition - Noisy,Street Condition
Street,Out of Order,Broken Muni Meter
Street,Coin or Card Did Not Register,Broken Muni Meter
Store/Commercial,Loud Music/Party,Noise - Commercial
,Dirty Water (WE),Water System
,Manhole Cover Missing (Emergency) (SA3),Sewer
,Illegal Conversion Of Residential Building/Space,Building/Use
,SEP - Professional Certification Compliance Audit,Special Enforcement
Street/Sidewalk,Loud Music/Party,Noise - Street/Sidewalk
Street,Coin or Card Did Not Register,Broken Muni Meter
,Noise: Construction Equipment (NC1),Noise
,Catch Basin Clogged/Flooding (Use Comments) (SC),Sewer
,Leak (Use Comments) (WA2),Water System
,SEP - Professional Certification Compliance Audit,Special Enforcement
Street,Dead/Dying Tree,Dead Tree
Comercial,Graffiti,Graffiti
,SEP - Professional Certification Compliance Audit,Special Enforcement
,No Certificate Of Occupancy/Illegal/Contrary To CO,Building/Use
Street/Sidewalk,With License Plate,Derelict Vehicle
1-3 Family Dwelling,Illness Caused by Drinking Water,Drinking Water
,SEP - Professional Certification Compliance Audit,Special Enforcement
Street/Sidewalk,Unlicensed,Vending
,Pothole,Street Condition
,Catch Basin Grating Missing (SA4),Sewer
Street,15 Street Cond/Dump-Out/Drop-Off,Sanitation Condition
Street,14 Derelict Vehicles,Derelict Vehicles
Street,Coin or Card Did Not Register,Broken Muni Meter
Restaurant/Bar/Deli/Bakery,1 or 2,Food Poisoning
,SEP - Professional Certification Compliance Audit,Special Enforcement
Street,Dead/Dying Tree,Dead Tree
,Dirty Water (WE),Water System
,Catch Basin Sunken/Damaged/Raised (SC1),Sewer
Park,Structure - Outdoors,Maintenance or Facility
Street,Hitting Power/Phone Lines,Overgrown Tree/Branches
,SEP - Professional Certification Compliance Audit,Special Enforcement
Store/Commercial,In Prohibited Area,Vending
Street,Defective Hardware,Street Condition
Street,Hitting Power/Phone Lines,Overgrown Tree/Branches
Street,Hitting Power/Phone Lines,Overgrown Tree/Branches
Street,Rough, Pitted or Cracked Roads,Street Condition
,Noise, Barking Dog (NR5),Noise
,Exchange/Refund/Return,Consumer Complaint
Street/Sidewalk,Blocked Sidewalk,Illegal Parking
